knowledge_object_id,ontology_class_id,canonical_key,title,consensus_state,layer_count,publishers,layers_excerpt
ko_bd10ecd70736fb0b,ahu,hvac:ahu:performance_spec:最低运行噪音,最低运行噪音,over_merge,2,unknown,"{""layers"": [{""authority_level"": ""unspecified"", ""publisher"": ""unknown"", ""citation"": null, ""source_name"": ""\u6700\u4f4e\u8fd0\u884c\u566a\u97f3"", ""structured_payload"": {""parameter_name"": ""\u6700\u4f4e\u8fd0\u884c\u566a\u97f3"", ""value"": ""23"", ""unit"": ""dB(A)"", ""title"": ""\u6700\u4f4e\u8fd0\u884c\u566a\u97f3"", ""summary"": ""\u4f7f\u6700\u4f4e\u8fd0\u884c\u566a\u97f3\u4ec523dB(A)\uff08\u4ee5KPI-2023Q3\u578b\u4e3a\u4f8b\uff09""}, ""value_summary"": ""23dB(A)"", ""evidence_role"": ""primary"", ""doc_id"": ""doc_ae0d6a9533d64270"", ""chunk_id"": ""visual_page_doc_ae0d6a9533d64270_10""}, {""authority_level"": ""unspecified"", ""publisher"": ""unknown"", ""citation"": null, ""source_name"": ""\u8fd0\u8f6c\u566a\u97f3(\u540d\u4e49\u503c)\uff08\u9ad8/\u4e2d/\u4f4e\uff09"", ""structured_payload"": {""parameter_name"": ""\u8fd0\u8f6c\u566a\u97f3(\u540d\u4e49\u503c)\uff08\u9ad8/\u4e2d/\u4f4e\uff09"", ""value"": ""32"", ""unit"": ""dB(A)"", ""title"": ""\u8fd0\u8f6c\u566a\u97f3(\u540d\u4e49\u503c)\uff08\u9ad8/\u4e2d/\u4f4e\uff09"", ""summary"": ""KPI-2023Q3 \u9ad8\uff08\u9ad8\u9759\u538b\uff09 32""}, ""value_summary"": ""32dB(A)"", ""evidence_role"": ""corroborating"", ""doc_id"": ""doc_ae0d6a9533d64270"", ""chunk_id"": ""visual_page_doc_ae0d6a9533d64270_10""}]}"
ko_0aa1d7491394e13d,ahu,hvac:ahu:fault_diagnostic_rule:afdd_fault_condition_fc_13,AFDD Fault Condition FC#13,over_merge,2,,"{""layers"": [{""authority_level"": ""unspecified"", ""publisher"": null, ""citation"": ""ashrae_guideline_36_2021_high_performance_sequences.pdf p.168"", ""source_name"": ""AFDD Fault Condition FC#13"", ""structured_payload"": {""knowledge_type"": ""fault_diagnostic_rule"", ""title"": ""AFDD Fault Condition FC#13"", ""section_id"": ""5.18.13.6"", ""section_title"": ""Automatic Fault Detection and Diagnostics"", ""equipment_scope"": ""SZVAV AHU"", ""summary"": ""FC#13: SAT too high in full cooling. Equation: SAT_avg > SATsp-C + \u03b5_SAT and CC \u2265 99%. Applies to OS#3, #4."", ""trigger_condition"": ""Equation true"", ""required_behavior"": ""Report fault with possible diagnoses: sensor errors, cooling coil issues, stuck heating, etc."", ""configurable_values"": [""\u03b5_SAT (default 1\u00b0C)""], ""fault_condition"": ""SAT_avg > SATsp-C + \u03b5_SAT and CC \u2265 99%"", ""commissioning_check"": null, ""evidence_quote"": ""FC #13 Equation: SAT AVG > SAT SP-C + \u0190 SAT and CC \u2265 99% Applies to OS #3, #4 Description: SAT too high in full cooling Possible Diagnosis: SAT sensor error, Cooling coil valve stuck closed or actuator failure, Fouled or undersized cooling coil, CHW temperature too low or CHW unavailable, DX cooling unavailabl"
ko_09774088f47b820e,ahu,hvac:ahu:operational_sequence:temperature_control_cooling_mode_with_cold_duct_sat_room_temp,Temperature Control - Cooling Mode with Cold Duct SAT > Room Temp,over_merge,5,,"{""layers"": [{""authority_level"": ""unspecified"", ""publisher"": null, ""citation"": ""ashrae_guideline_36_2021_high_performance_sequences.pdf p.101"", ""source_name"": ""Temperature Control - Cooling Mode with Cold Duct SAT > Room Temp"", ""structured_payload"": {""knowledge_type"": ""operational_sequence"", ""title"": ""Temperature Control - Cooling Mode with Cold Duct SAT > Room Temp"", ""section_id"": ""5.12.5.1"", ""section_title"": ""Temperature Control"", ""equipment_scope"": ""Dual-duct VAV terminal unit"", ""summary"": ""If cold duct supply air temperature is greater than room temperature, the cold duct airflow setpoint is limited to the minimum endpoint."", ""trigger_condition"": ""Cold duct supply air temperature from the air handler is greater than room temperature"", ""required_behavior"": ""The active cold duct supply airflow setpoint shall be no higher than the minimum endpoint."", ""configurable_values"": [""Vmin""], ""fault_condition"": null, ""commissioning_check"": null, ""evidence_quote"": ""If cold duct supply air temperature from the air handler is greater than room temperature, the active cold duct supply airflow setpoint shall be no higher than the minimum endpoint."", ""page_hint"": 101, ""_compiler_metadata"": {""metho"
ko_206163c136ed5d4b,ahu,hvac:ahu:operational_sequence:totalize_airflow_from_vav_boxes,Totalize Airflow from VAV Boxes,over_merge,2,,"{""layers"": [{""authority_level"": ""unspecified"", ""publisher"": null, ""citation"": ""ashrae_guideline_36_2021_high_performance_sequences.pdf p.146"", ""source_name"": ""Totalize Airflow from VAV Boxes"", ""structured_payload"": {""knowledge_type"": ""operational_sequence"", ""title"": ""Totalize Airflow from VAV Boxes"", ""section_id"": ""5.17.1.1"", ""section_title"": ""Supply Fan Start/Stop"", ""equipment_scope"": ""Dual-fan dual-duct heating VAV AHU"", ""summary"": ""Totalize current airflow rate from VAV boxes to a software point for display, diagnostics, and filter alarm."", ""trigger_condition"": ""System is operating (optional, if no AFMS)"", ""required_behavior"": ""Sum VAV box airflow rates to obtain overall supply air rate without an AFMS at the air-handler discharge."", ""configurable_values"": [], ""fault_condition"": null, ""commissioning_check"": null, ""evidence_quote"": ""Totalize current airflow rate from VAV boxes to a software point. VAV box airflow rates are summed to obtain overall supply air rate without the need for an AFMS at the air-handler discharge. This is used only for display and diagnostics and filter alarm."", ""page_hint"": 146, ""_compiler_metadata"": {""method"": ""ashrae_guideline36_section_compiler"", ""mode"
ko_933017f2e086099d,ahu,hvac:ahu:fault_diagnostic_rule:zone_temperature_alarms,Zone Temperature Alarms,over_merge,2,,"{""layers"": [{""authority_level"": ""unspecified"", ""publisher"": null, ""citation"": ""ashrae_guideline_36_2021_high_performance_sequences.pdf p.70"", ""source_name"": ""Zone Temperature Alarms"", ""structured_payload"": {""knowledge_type"": ""fault_diagnostic_rule"", ""title"": ""Zone Temperature Alarms"", ""section_id"": ""5.3.6.1"", ""section_title"": ""Zone Temperature Alarms"", ""equipment_scope"": ""Generic thermal zones"", ""summary"": ""High and low temperature alarms with two severity levels based on deviation from setpoint and duration."", ""trigger_condition"": ""Zone temperature exceeds thresholds."", ""required_behavior"": ""High-temp alarm: Level 4 if 2\u00b0C (3\u00b0F) above cooling setpoint for 10 min; Level 3 if 3\u00b0C (5\u00b0F) above for 10 min. Low-temp alarm: Level 4 if 2\u00b0C (3\u00b0F) below heating setpoint for 10 min; Level 3 if 3\u00b0C (5\u00b0F) below for 10 min. Suppress alarms after setpoint change and during Warmup/Cooldown modes."", ""configurable_values"": [""Time delay (default 10 min)""], ""fault_condition"": ""Zone temperature 2\u00b0C (3\u00b0F) above cooling setpoint for 10 minutes -> Level 4 alarm; 3\u00b0C (5\u00b0F) above for 10 minutes -> Level 3 alarm. Similarly for low temperature."", ""c"
ko_178654fc424a0af4,air_cooled_modular_heat_pump,hvac:air_cooled_modular_heat_pump:performance_spec:制冷额定总输入功率,制冷额定总输入功率,over_merge,4,麦克维尔,"{""layers"": [{""authority_level"": ""unspecified"", ""publisher"": ""\u9ea6\u514b\u7ef4\u5c14"", ""citation"": null, ""source_name"": ""\u5236\u51b7\u989d\u5b9a\u603b\u8f93\u5165\u529f\u7387"", ""structured_payload"": {""parameter_name"": ""\u5236\u51b7\u989d\u5b9a\u603b\u8f93\u5165\u529f\u7387"", ""value"": ""33.40"", ""unit"": ""kW"", ""title"": ""\u5236\u51b7\u989d\u5b9a\u603b\u8f93\u5165\u529f\u7387"", ""summary"": ""\u5236\u51b7\u989d\u5b9a\u603b\u8f93\u5165\u529f\u7387 R22 kW 33.40""}, ""value_summary"": ""33.40kW"", ""evidence_role"": ""primary"", ""doc_id"": ""doc_241df464e7ea41df"", ""chunk_id"": ""visual_page_doc_241df464e7ea41df_5""}, {""authority_level"": ""unspecified"", ""publisher"": ""\u9ea6\u514b\u7ef4\u5c14"", ""citation"": null, ""source_name"": ""\u5236\u70ed\u989d\u5b9a\u603b\u8f93\u5165\u529f\u7387"", ""structured_payload"": {""parameter_name"": ""\u5236\u70ed\u989d\u5b9a\u603b\u8f93\u5165\u529f\u7387"", ""value"": ""37.20"", ""unit"": ""kW"", ""title"": ""\u5236\u70ed\u989d\u5b9a\u603b\u8f93\u5165\u529f\u7387"", ""summary"": ""\u5236\u70ed\u989d\u5b9a\u603b\u8f93\u5165\u529f\u7387* R22 kW 37.20""}, ""value_summary"": ""37.20kW"", ""evidence_role"": ""corroborating"", ""doc_id"": ""doc_241df464e7ea41df"", ""chunk_id"": ""visual_page_doc_241df464e7ea41df_5""}, {""a"
ko_7f9870a9f4f55691,air_cooled_modular_heat_pump,hvac:air_cooled_modular_heat_pump:performance_spec:名义制冷量_名义制冷量,名义制冷量,over_merge,8,特灵; 麦克维尔,"{""layers"": [{""authority_level"": ""unspecified"", ""publisher"": ""\u9ea6\u514b\u7ef4\u5c14"", ""citation"": null, ""source_name"": ""\u540d\u4e49\u5236\u51b7\u91cf"", ""structured_payload"": {""parameter_name"": ""\u540d\u4e49\u5236\u51b7\u91cf"", ""value"": ""97"", ""unit"": ""kW"", ""title"": ""\u540d\u4e49\u5236\u51b7\u91cf"", ""summary"": ""\u540d\u4e49\u5236\u51b7\u91cf R22 kW 97""}, ""value_summary"": ""97kW"", ""evidence_role"": ""primary"", ""doc_id"": ""doc_241df464e7ea41df"", ""chunk_id"": ""visual_page_doc_241df464e7ea41df_5""}, {""authority_level"": ""unspecified"", ""publisher"": ""\u9ea6\u514b\u7ef4\u5c14"", ""citation"": null, ""source_name"": ""\u540d\u4e49\u5236\u51b7\u91cf"", ""structured_payload"": {""parameter_name"": ""\u540d\u4e49\u5236\u51b7\u91cf"", ""value"": ""95"", ""unit"": ""kW"", ""title"": ""\u540d\u4e49\u5236\u51b7\u91cf"", ""summary"": ""\u540d\u4e49\u5236\u51b7\u91cf R407C kW 95""}, ""value_summary"": ""95kW"", ""evidence_role"": ""corroborating"", ""doc_id"": ""doc_241df464e7ea41df"", ""chunk_id"": ""visual_page_doc_241df464e7ea41df_5""}, {""authority_level"": ""unspecified"", ""publisher"": ""\u7279\u7075"", ""citation"": null, ""source_name"": ""\u540d\u4e49\u5236\u51b7\u91cf"", ""structured_payload"": {""parameter_name"": ""\u540d\u4e49\u5236\u51b7\u91cf"", ""value"
ko_d117735fd9164c58,air_cooled_modular_heat_pump,hvac:air_cooled_modular_heat_pump:performance_spec:名义制热量_名义制热量,名义制热量,over_merge,8,特灵; 麦克维尔,"{""layers"": [{""authority_level"": ""unspecified"", ""publisher"": ""\u9ea6\u514b\u7ef4\u5c14"", ""citation"": null, ""source_name"": ""\u540d\u4e49\u5236\u70ed\u91cf"", ""structured_payload"": {""parameter_name"": ""\u540d\u4e49\u5236\u70ed\u91cf"", ""value"": ""111"", ""unit"": ""kW"", ""title"": ""\u540d\u4e49\u5236\u70ed\u91cf"", ""summary"": ""\u540d\u4e49\u5236\u70ed\u91cf* R22 kW 111""}, ""value_summary"": ""111kW"", ""evidence_role"": ""primary"", ""doc_id"": ""doc_241df464e7ea41df"", ""chunk_id"": ""visual_page_doc_241df464e7ea41df_5""}, {""authority_level"": ""unspecified"", ""publisher"": ""\u9ea6\u514b\u7ef4\u5c14"", ""citation"": null, ""source_name"": ""\u540d\u4e49\u5236\u70ed\u91cf"", ""structured_payload"": {""parameter_name"": ""\u540d\u4e49\u5236\u70ed\u91cf"", ""value"": ""107"", ""unit"": ""kW"", ""title"": ""\u540d\u4e49\u5236\u70ed\u91cf"", ""summary"": ""\u540d\u4e49\u5236\u70ed\u91cf* R407C kW 107""}, ""value_summary"": ""107kW"", ""evidence_role"": ""corroborating"", ""doc_id"": ""doc_241df464e7ea41df"", ""chunk_id"": ""visual_page_doc_241df464e7ea41df_5""}, {""authority_level"": ""unspecified"", ""publisher"": ""\u7279\u7075"", ""citation"": null, ""source_name"": ""\u540d\u4e49\u5236\u70ed\u91cf"", ""structured_payload"": {""parameter_name"": ""\u540d\u4e49\u5236\u70ed\u91cf"""
ko_69ed0c22154f8e08,air_cooled_modular_heat_pump,hvac:air_cooled_modular_heat_pump:parameter:润滑油型号,润滑油型号,over_merge,2,麦克维尔,"{""layers"": [{""authority_level"": ""unspecified"", ""publisher"": ""\u9ea6\u514b\u7ef4\u5c14"", ""citation"": null, ""source_name"": ""\u6da6\u6ed1\u6cb9\u578b\u53f7"", ""structured_payload"": {""parameter_name"": ""\u6da6\u6ed1\u6cb9\u578b\u53f7"", ""value"": ""3GS(\u77ff\u7269\u6cb9)"", ""title"": ""\u6da6\u6ed1\u6cb9\u578b\u53f7"", ""summary"": ""\u6da6\u6ed1\u6cb9 \u578b\u53f7 R22 kW 3GS(\u77ff\u7269\u6cb9)""}, ""value_summary"": ""3GS(\u77ff\u7269\u6cb9)"", ""evidence_role"": ""primary"", ""doc_id"": ""doc_241df464e7ea41df"", ""chunk_id"": ""visual_page_doc_241df464e7ea41df_5""}, {""authority_level"": ""unspecified"", ""publisher"": ""\u9ea6\u514b\u7ef4\u5c14"", ""citation"": null, ""source_name"": ""\u6da6\u6ed1\u6cb9\u578b\u53f7"", ""structured_payload"": {""parameter_name"": ""\u6da6\u6ed1\u6cb9\u578b\u53f7"", ""value"": ""ICI RL32CF(\u8102\u7c7b\u6cb9)"", ""title"": ""\u6da6\u6ed1\u6cb9\u578b\u53f7"", ""summary"": ""\u6da6\u6ed1\u6cb9 \u578b\u53f7 R407C kW ICI RL32CF(\u8102\u7c7b\u6cb9)""}, ""value_summary"": ""ICI RL32CF(\u8102\u7c7b\u6cb9)"", ""evidence_role"": ""corroborating"", ""doc_id"": ""doc_241df464e7ea41df"", ""chunk_id"": ""visual_page_doc_241df464e7ea41df_5""}]}"
ko_d9a76c77bbe67132,centrifugal_chiller,hvac:centrifugal_chiller:parameter:供油压力与油箱压力差,供油压力与油箱压力差,over_merge,2,格力; unknown,"{""layers"": [{""authority_level"": ""unspecified"", ""publisher"": ""\u683c\u529b"", ""citation"": null, ""source_name"": ""\u4f9b\u6cb9\u538b\u529b\u4e0e\u6cb9\u7bb1\u538b\u529b\u5dee"", ""structured_payload"": {""parameter_name"": ""\u4f9b\u6cb9\u538b\u529b\u4e0e\u6cb9\u7bb1\u538b\u529b\u5dee"", ""min_value"": ""150"", ""max_value"": ""250"", ""unit"": ""kPa"", ""title"": ""\u6cb9\u538b\u5dee\u8303\u56f4\uff08\u8fd0\u884c\uff09"", ""summary"": ""\u6b63\u5e38\u8fd0\u884c\u4f9b\u6cb9\u538b\u529b\u4e0e\u6cb9\u7bb1\u538b\u529b\u5dee150\uff5e250kPa""}, ""value_summary"": ""\u4f9b\u6cb9\u538b\u529b\u4e0e\u6cb9\u7bb1\u538b\u529b\u5dee"", ""evidence_role"": ""primary"", ""doc_id"": ""doc_dcf25b0eb7fc4c75"", ""chunk_id"": ""chunk_308091304ac3441a""}, {""authority_level"": ""unspecified"", ""publisher"": ""unknown"", ""citation"": null, ""source_name"": ""\u4f9b\u6cb9\u538b\u529b\u4e0e\u6cb9\u7bb1\u538b\u529b\u5dee"", ""structured_payload"": {""parameter_name"": ""\u4f9b\u6cb9\u538b\u529b\u4e0e\u6cb9\u7bb1\u538b\u529b\u5dee"", ""value"": ""250 ~ 350"", ""unit"": ""kPa"", ""range_min"": ""250"", ""range_max"": ""350"", ""title"": ""\u4f9b\u6cb9\u538b\u529b\u4e0e\u6cb9\u7bb1\u538b\u529b\u5dee"", ""summary"": ""\u4f9b\u6cb9\u538b\u529b\u5e94\u6bd4\u6cb9\u7bb1\u538b\u529b\u9ad8250\uff5e350kP"
ko_0a5634c7d18e0843,centrifugal_chiller,hvac:centrifugal_chiller:operational_sequence:关机顺序,关机顺序,over_merge,8,格力,"{""layers"": [{""authority_level"": ""unspecified"", ""publisher"": ""\u683c\u529b"", ""citation"": null, ""source_name"": ""\u5173\u673a\u987a\u5e8f"", ""structured_payload"": {""sequence"": [""\u5bfc\u53f6\u9010\u6b65\u5173\u95ed\u81f310%"", ""\u5173\u4e3b\u7535\u673a"", ""\u5173\u5bfc\u53f6\u81f3\u96f6"", ""\u5ef6\u65f63\u5206\u949f\u5173\u6cb9\u6cf5""], ""title"": ""\u5173\u673a\u987a\u5e8f"", ""summary"": ""\u5bfc\u53f6\u5173\u95ed\uff0c\u5173\u4e3b\u7535\u673a\uff0c\u5ef6\u65f63\u5206\u949f\u5173\u6cb9\u6cf5"", ""parameter_name"": ""\u5173\u673a\u987a\u5e8f""}, ""value_summary"": ""\u5173\u673a\u987a\u5e8f"", ""evidence_role"": ""primary"", ""doc_id"": ""doc_99fc08961aa540f4"", ""chunk_id"": ""chunk_cb7556b14069421f""}, {""authority_level"": ""unspecified"", ""publisher"": ""\u683c\u529b"", ""citation"": null, ""source_name"": ""\u5173\u673a\u987a\u5e8f"", ""structured_payload"": {""steps"": [""\u5bfc\u53f6\u5173\u95ed"", ""\u4e3b\u7535\u673a\u505c\u673a"", ""\u6cb9\u6cf5\u5ef6\u65f64\u5206\u949f\u505c\u6b62"", ""\u6c34\u6cf5\u505c\u6b62""], ""title"": ""\u5173\u673a\u987a\u5e8f"", ""summary"": ""\u5bfc\u53f6\u5173\u95ed\uff0c\u4e3b\u7535\u673a\u505c\u673a\uff0c\u6cb9\u6cf5\u5ef6\u65f64\u5206\u949f\u505c\u6b62\uff0c\u7136\u540e\u6c34\u6cf5\u505c\u6b62"", ""paramete"
ko_0003dc96ea6cfa09,centrifugal_chiller,hvac:centrifugal_chiller:parameter:冷量优先控制,冷量优先控制,over_merge,2,日立; Carrier,"{""layers"": [{""authority_level"": ""unspecified"", ""publisher"": ""Carrier"", ""citation"": null, ""source_name"": ""\u51b7\u91cf\u4f18\u5148\u63a7\u5236"", ""structured_payload"": {""parameter_name"": ""\u51b7\u91cf\u4f18\u5148\u63a7\u5236"", ""value"": ""\u8d85\u51fa\u989d\u5b9a\u7535\u6d41110%\u7684\u65f6\u95f4\u5927\u4e8e30\u79d2\uff0c\u5c31\u4f1a\u6fc0\u53d1\u5b89\u5168\u5173\u673a\u3002"", ""unit"": ""\u79d2"", ""title"": ""\u51b7\u91cf\u4f18\u5148\u63a7\u5236"", ""summary"": ""\u8d85\u51fa\u989d\u5b9a\u7535\u6d41110%\u7684\u65f6\u95f4\u5927\u4e8e30\u79d2\uff0c\u5c31\u4f1a\u6fc0\u53d1\u5b89\u5168\u5173\u673a\u3002""}, ""value_summary"": ""\u8d85\u51fa\u989d\u5b9a\u7535\u6d41110%\u7684\u65f6\u95f4\u5927\u4e8e30\u79d2\uff0c\u5c31\u4f1a\u6fc0\u53d1\u5b89\u5168\u5173\u673a\u3002\u79d2"", ""evidence_role"": ""primary"", ""doc_id"": ""doc_55e5ec4e4ee84e9a"", ""chunk_id"": ""chunk_bccfb5062a1f49a4""}, {""authority_level"": ""unspecified"", ""publisher"": ""\u65e5\u7acb"", ""citation"": null, ""source_name"": ""\u7528\u4e8e\u63a7\u5236\u7535\u8def \u4fdd\u9669\u4e1d\u3001\u65ad\u8def\u5668 \u7535\u6d41"", ""structured_payload"": {""parameter_name"": ""\u7528\u4e8e\u63a7\u5236\u7535\u8def \u4fdd\u9669\u4e1d\u3001\u65ad\u8def\u5668 \u7535\u6d41"", ""value"""
ko_2b176becc0c0144b,centrifugal_chiller,hvac:centrifugal_chiller:parameter:加油泵压力要求,加油泵压力要求,over_merge,4,Carrier,"{""layers"": [{""authority_level"": ""unspecified"", ""publisher"": ""Carrier"", ""citation"": null, ""source_name"": ""\u52a0\u6cb9\u6cf5\u538b\u529b\u8981\u6c42"", ""structured_payload"": {""parameter_name"": ""\u52a0\u6cb9\u6cf5\u538b\u529b\u8981\u6c42"", ""value"": ""1380"", ""unit"": ""kPa(psi)"", ""title"": ""\u52a0\u6cb9\u6cf5\u538b\u529b\u8981\u6c42"", ""summary"": ""\u52a0\u6cb9\u6cf5\u8981\u53ef\u8fbe\u52301380kPa(200psi)\u6216\u66f4\u9ad8\u7684\u538b\u529b\u3002""}, ""value_summary"": ""1380kPa(psi)"", ""evidence_role"": ""primary"", ""doc_id"": ""doc_9b605adc3a4b45cb"", ""chunk_id"": ""chunk_1a4a012c0fad4341""}, {""authority_level"": ""unspecified"", ""publisher"": ""Carrier"", ""citation"": null, ""source_name"": ""\u52a0\u6cb9\u6cf5\u538b\u529b"", ""structured_payload"": {""parameter_name"": ""\u52a0\u6cb9\u6cf5\u538b\u529b"", ""value"": ""1380kPa(200psi)"", ""unit"": ""kPa(psi)"", ""title"": ""\u52a0\u6cb9\u6cf5\u538b\u529b"", ""summary"": ""\u52a0\u6cb9\u6cf5\u8981\u53ef\u8fbe\u52301380kPa(200psi)\u6216\u66f4\u9ad8\u7684\u538b\u529b\u3002""}, ""value_summary"": ""1380kPa(200psi)kPa(psi)"", ""evidence_role"": ""corroborating"", ""doc_id"": ""doc_55e5ec4e4ee84e9a"", ""chunk_id"": ""chunk_9ee724e48517480f""}, {""authority_level"": ""unspecified"", ""publisher"": ""Carrier"", ""cita"
ko_5d02f6cccbb51a2a,centrifugal_chiller,hvac:centrifugal_chiller:parameter:抽空启动设定点,抽空启动设定点,over_merge,2,特灵; unknown,"{""layers"": [{""authority_level"": ""unspecified"", ""publisher"": ""\u7279\u7075"", ""citation"": null, ""source_name"": ""\u62bd\u7a7a\u542f\u52a8\u8bbe\u5b9a\u70b9"", ""structured_payload"": {""parameter_name"": ""\u62bd\u7a7a\u542f\u52a8\u8bbe\u5b9a\u70b9"", ""title"": ""\u62bd\u7a7a\u542f\u52a8\u8bbe\u5b9a\u70b9\u8ba1\u7b97\u516c\u5f0f"", ""summary"": ""\u62bd\u7a7a\u542f\u52a8\u8bbe\u5b9a\u70b9\u00b0F = \u62bd\u6c14\u5ba4\u6db2\u4f53\u6e29\u5ea6\u00b0F - 50\u00b0F \u6216 0\u00b0F (\u8f83\u9ad8\u503c)""}, ""value_summary"": ""\u62bd\u7a7a\u542f\u52a8\u8bbe\u5b9a\u70b9"", ""evidence_role"": ""primary"", ""doc_id"": ""doc_05d74ba9556c4173"", ""chunk_id"": ""chunk_42c5507a27ea4611""}, {""authority_level"": ""unspecified"", ""publisher"": ""unknown"", ""citation"": null, ""source_name"": ""\u6c14\u5bc6\u6027\u8bd5\u9a8c\u6c14\u4f53\u6e29\u5ea6"", ""structured_payload"": {""parameter_name"": ""\u6c14\u5bc6\u6027\u8bd5\u9a8c\u6c14\u4f53\u6e29\u5ea6"", ""value"": ""\u22655\u2103"", ""unit"": ""\u2103"", ""range_min"": ""5\u2103"", ""title"": ""\u6c14\u5bc6\u6027\u8bd5\u9a8c\u6c14\u4f53\u6e29\u5ea6"", ""summary"": ""\u8bd5\u9a8c\u65f6\u7684\u6c14\u4f53\u6e29\u5ea6\u5e94\u4e0d\u4f4e\u4e8e5\u2103""}, ""value_summary"": ""\u22655\u2103\u2103"", ""evidence_role"": ""corroboratin"
ko_04dc5b2658675b79,centrifugal_chiller,hvac:centrifugal_chiller:fault_code:油压差过低,油压差过低,over_merge,7,格力; unknown,"{""layers"": [{""authority_level"": ""unspecified"", ""publisher"": ""\u683c\u529b"", ""citation"": null, ""source_name"": ""\u6cb9\u538b\u5dee\u8fc7\u4f4e"", ""structured_payload"": {""fault_code"": ""\u6cb9\u538b\u5dee\u8fc7\u4f4e"", ""title"": ""\u6cb9\u538b\u5dee\u8fc7\u4f4e"", ""summary"": ""\u6cb9\u538b\u5dee\u8fc7\u4f4e\u6545\u969c\u7684\u53ef\u80fd\u539f\u56e0\u53ca\u5904\u7406\u65b9\u6cd5"", ""parameter_name"": ""\u6cb9\u538b\u5dee\u8fc7\u4f4e""}, ""value_summary"": ""\u6cb9\u538b\u5dee\u8fc7\u4f4e"", ""evidence_role"": ""primary"", ""doc_id"": ""doc_1cee69bd44d14925"", ""chunk_id"": ""chunk_7ec6c6a04b654d07""}, {""authority_level"": ""unspecified"", ""publisher"": ""\u683c\u529b"", ""citation"": null, ""source_name"": ""\u6cb9\u538b\u5dee\u62a5\u8b66/\u4fdd\u62a4"", ""structured_payload"": {""fault_code"": ""\u6cb9\u538b\u5dee\u62a5\u8b66/\u4fdd\u62a4"", ""fault_meaning"": ""\u4f9b\u6cb9\u538b\u529b\u4e0e\u6cb9\u7bb1\u538b\u529b\u5dee\u8fc7\u4f4e"", ""title"": ""\u6cb9\u538b\u5dee\u62a5\u8b66/\u4fdd\u62a4"", ""summary"": ""\u4f9b\u6cb9\u538b\u529b\u4e0e\u6cb9\u7bb1\u538b\u529b\u5dee\u8fc7\u4f4e\u65f6\u62a5\u8b66\u6216\u4fdd\u62a4\u505c\u673a"", ""parameter_name"": ""\u6cb9\u538b\u5dee\u62a5\u8b66/\u4fdd\u62a4""}, ""value_summary"": ""\u6cb9\u538b\u5dee\u62a5\"
ko_4fe798a5fee250e2,centrifugal_chiller,hvac:centrifugal_chiller:parameter:频率上限控制模式,频率上限控制模式,over_merge,6,格力; unknown; York,"{""layers"": [{""authority_level"": ""unspecified"", ""publisher"": ""\u683c\u529b"", ""citation"": null, ""source_name"": ""\u9891\u7387\u4e0a\u9650\u63a7\u5236\u6a21\u5f0f"", ""structured_payload"": {""parameter_name"": ""\u9891\u7387\u4e0a\u9650\u63a7\u5236\u6a21\u5f0f"", ""options"": [""\u6700\u5927"", ""\u9ed8\u8ba4""], ""title"": ""\u9891\u7387\u4e0a\u9650\u63a7\u5236\u6a21\u5f0f"", ""summary"": ""\u8bbe\u5b9a\u4e3a\u201c\u6700\u5927\u201d\u65f6\u4ee5\u989d\u5b9a\u9891\u7387\u5feb\u901f\u62c9\u6c34\u6e29\uff1b\u8bbe\u4e3a\u201c\u9ed8\u8ba4\u201d\u65f6\u4ee5\u7406\u8bba\u6548\u7387\u6700\u9ad8\u9891\u7387\u8fd0\u884c\u3002""}, ""value_summary"": ""\u9891\u7387\u4e0a\u9650\u63a7\u5236\u6a21\u5f0f"", ""evidence_role"": ""primary"", ""doc_id"": ""doc_aa705883ac2e4d77"", ""chunk_id"": ""chunk_18b7c1c5f00f4070""}, {""authority_level"": ""unspecified"", ""publisher"": ""York"", ""citation"": null, ""source_name"": ""\u51b7\u51bb\u6c34\u6c34\u6cf5\u8fd0\u884c\u6a21\u5f0f"", ""structured_payload"": {""parameter_name"": ""\u51b7\u51bb\u6c34\u6c34\u6cf5\u8fd0\u884c\u6a21\u5f0f"", ""value"": ""\u589e\u5f3a"", ""title"": ""\u51b7\u51bb\u6c34\u6c34\u6cf5\u8fd0\u884c\u6a21\u5f0f"", ""summary"": ""\u663e\u793a\u6807\u51c6\u6216\u589e\u5f3a\u3002""}, ""value_summary"": ""\u589e"
