knowledge_object_id,ontology_class_id,canonical_key,title,old_state,new_state,changed,facet_summary
ko_02551d835b7350a4,,hvac::performance_spec:制冷iplv,制冷IPLV,material_conflict,value_disagreement,True,"{""layers"": [{""publisher"": ""unknown"", ""source_name"": ""制冷IPLV"", ""value_summary"": ""6.508W/W""}, {""publisher"": ""unknown"", ""source_name"": ""制冷IPLV"", ""value_summary"": ""8.373W/W""}, {""publisher"": ""unknown"", ""source_name"": ""制冷IPLV"", ""value_summary"": ""8.105W/W""}, {""publisher"": ""unknown"", ""source_name"": ""制冷IPLV"", ""value_summary"": ""6.50W/W""}, {""publisher"": ""unknown"", ""source_name"": ""制冷IPLV"", ""value_summary"": ""6.33W/W""}, {""publisher"": ""unknown"", ""source_name"": ""制冷IPLV"", ""value_summary"": ""6.23W/W""}, {""publisher"": ""unknown"", ""source_name"": ""制冷IPLV"", ""value_summary"": ""4.10W/W""}, {""publisher"": ""unknown"", ""source_name"": ""制冷IPLV"", ""value_summary"": ""7.80W/W""}]}"
ko_0273c6e014927f1d,standard_reference,hvac:standard_reference:parameter:standard_temperature,Standard Temperature,material_conflict,value_disagreement,True,"{""layers"": [{""publisher"": ""ASHRAE"", ""source_name"": ""Standard Temperature"", ""value_summary"": ""Standard Temperature""}, {""publisher"": ""ASHRAE"", ""source_name"": ""Standard Atmospheric Temperature"", ""value_summary"": ""Standard Atmospheric Temperature""}]}"
ko_02b70da53bada27f,screw_chiller,hvac:screw_chiller:parameter:热回收开温度,热回收开温度,material_conflict,value_disagreement,True,"{""layers"": [{""publisher"": ""unknown"", ""source_name"": ""热回收开温度"", ""value_summary"": ""45.0℃""}, {""publisher"": ""unknown"", ""source_name"": ""热回收开温度"", ""value_summary"": ""45.0℃""}, {""publisher"": ""unknown"", ""source_name"": ""辅热开始温度"", ""value_summary"": ""31.0℃""}, {""publisher"": ""unknown"", ""source_name"": ""辅热结束温度"", ""value_summary"": ""40.0℃""}]}"
ko_02d1e055e7657c59,,hvac::performance_spec:冷冻水流量_冷冻水流量,冷冻水流量,material_conflict,value_disagreement,True,"{""layers"": [{""publisher"": ""麦克维尔"", ""source_name"": ""冷冻水流量"", ""value_summary"": ""16.7l/s""}, {""publisher"": ""麦克维尔"", ""source_name"": ""冷冻水流量"", ""value_summary"": ""18.0l/s""}, {""publisher"": ""麦克维尔"", ""source_name"": ""冷冻水流量"", ""value_summary"": ""53.0l/s""}, {""publisher"": ""麦克维尔"", ""source_name"": ""冷冻水流量"", ""value_summary"": ""16.3l/s""}, {""publisher"": ""麦克维尔"", ""source_name"": ""冷冻水流量"", ""value_summary"": ""78.6l/s""}, {""publisher"": ""麦克维尔"", ""source_name"": ""冷冻水流量"", ""value_summary"": ""41.0l/s""}, {""publisher"": ""麦克维尔"", ""source_name"": ""冷冻水流量"", ""value_summary"": ""50.0l/s""}, {""publisher"": ""麦克维尔"", ""source_name"": ""冷冻水流量"", ""value_summary"": ""40.2l/s""}]}"
ko_02deaee3cba9f419,centrifugal_chiller,hvac:centrifugal_chiller:parameter:冷却水进水温度,冷却水进水温度,material_conflict,value_disagreement,True,"{""layers"": [{""publisher"": ""Carrier"", ""source_name"": ""冷却水进水温度"", ""value_summary"": ""[-40, 118]""}, {""publisher"": ""格力"", ""source_name"": ""冷却水进水温度"", ""value_summary"": ""冷却水进水温度""}, {""publisher"": ""格力"", ""source_name"": ""冷却水进水温度范围"", ""value_summary"": ""冷却水进水温度范围""}, {""publisher"": ""unknown"", ""source_name"": ""冷却水进水温度"", ""value_summary"": ""20～34℃℃""}]}"
ko_02fcd5c925f28d81,water_source_heat_pump,hvac:water_source_heat_pump:performance_spec:名义制冷量,名义制冷量,material_conflict,value_disagreement,True,"{""layers"": [{""publisher"": ""Haier"", ""source_name"": ""名义制冷量"", ""value_summary"": ""77USRt""}, {""publisher"": ""Haier"", ""source_name"": ""名义制冷量"", ""value_summary"": ""114USRt""}]}"
ko_030b4b09c5a800f7,standard_reference,hvac:standard_reference:parameter:grain_storage_insect_dormancy_temperature,Grain storage insect dormancy temperature,material_conflict,value_disagreement,True,"{""layers"": [{""publisher"": ""ASHRAE"", ""source_name"": ""Grain storage insect dormancy temperature"", ""value_summary"": ""Grain storage insect dormancy temperature""}, {""publisher"": ""ASHRAE"", ""source_name"": ""Minimum temperature for insect activity"", ""value_summary"": ""Minimum temperature for insect activity""}]}"
ko_031d9f53f3b3d13e,centrifugal_chiller,hvac:centrifugal_chiller:application:安装环境温度,安装环境温度,material_conflict,partial_conflict,True,"{""layers"": [{""publisher"": ""格力"", ""source_name"": ""安装环境温度"", ""value_summary"": ""0~40℃""}, {""publisher"": ""格力"", ""source_name"": ""安装环境要求"", ""value_summary"": ""安装环境要求""}, {""publisher"": ""格力"", ""source_name"": ""安装环境要求"", ""value_summary"": ""安装环境要求""}, {""publisher"": ""格力"", ""source_name"": ""安装环境要求"", ""value_summary"": ""安装环境要求""}, {""publisher"": ""格力"", ""source_name"": ""安装环境温度要求"", ""value_summary"": ""安装环境温度要求""}]}"
ko_033a5a02e87e57c7,screw_chiller,hvac:screw_chiller:performance_spec:最大启动电流,最大启动电流,material_conflict,value_disagreement,True,"{""layers"": [{""publisher"": ""麦克维尔"", ""source_name"": ""最大启动电流"", ""value_summary"": ""329.7A""}, {""publisher"": ""麦克维尔"", ""source_name"": ""最大启动电流"", ""value_summary"": ""685.9A""}, {""publisher"": ""麦克维尔"", ""source_name"": ""最大启动电流"", ""value_summary"": ""928.4A""}]}"
ko_0362229ac031030b,screw_chiller,hvac:screw_chiller:performance_spec:制冷量_制冷量_7,制冷量,material_conflict,value_disagreement,True,"{""layers"": [{""publisher"": ""美意"", ""source_name"": ""制冷量"", ""value_summary"": ""257kW""}, {""publisher"": ""美意"", ""source_name"": ""制冷量"", ""value_summary"": ""1110kW""}, {""publisher"": ""美意"", ""source_name"": ""制冷量"", ""value_summary"": ""1110kW""}, {""publisher"": ""unknown"", ""source_name"": ""制冷量"", ""value_summary"": ""630kW""}, {""publisher"": ""unknown"", ""source_name"": ""制冷量"", ""value_summary"": ""630kW""}, {""publisher"": ""美意"", ""source_name"": ""制冷量"", ""value_summary"": ""305.6kW""}, {""publisher"": ""美意"", ""source_name"": ""制冷量"", ""value_summary"": ""368.6kW""}, {""publisher"": ""unknown"", ""source_name"": ""制冷量"", ""value_summary"": ""248.1kW""}]}"
ko_0365310ccb7fc465,screw_chiller,hvac:screw_chiller:performance_spec:名义制冷量_名义制冷量_4,名义制冷量,material_conflict,partial_conflict,True,"{""layers"": [{""publisher"": ""unknown"", ""source_name"": ""名义制冷量"", ""value_summary"": ""690kW""}, {""publisher"": ""unknown"", ""source_name"": ""名义制冷量"", ""value_summary"": ""460kW""}, {""publisher"": ""unknown"", ""source_name"": ""名义制冷量"", ""value_summary"": ""100RTRT""}]}"
ko_0375092c506a85d8,screw_chiller,hvac:screw_chiller:parameter:高压_断开,高压 断开,material_conflict,over_merge,True,"{""layers"": [{""publisher"": ""日立"", ""source_name"": ""高压 断开"", ""value_summary"": ""1.86MPa""}, {""publisher"": ""日立"", ""source_name"": ""低压 断开"", ""value_summary"": ""0.05MPa""}, {""publisher"": ""日立"", ""source_name"": ""低压 接通"", ""value_summary"": ""0.15MPa""}]}"
ko_037bf33edb0efa2a,centrifugal_chiller,hvac:centrifugal_chiller:parameter:硫离子_s,硫离子 S--,material_conflict,partial_conflict,True,"{""layers"": [{""publisher"": ""麦克维尔"", ""source_name"": ""硫离子 S--"", ""value_summary"": ""不得检出""}, {""publisher"": ""unknown"", ""source_name"": ""硫离子S²⁻"", ""value_summary"": ""不得检出mg(S²⁻)/L""}]}"
ko_038b553be40adc9e,water_source_heat_pump,hvac:water_source_heat_pump:performance_spec:名义制冷量_名义制冷量,名义制冷量,material_conflict,partial_conflict,True,"{""layers"": [{""publisher"": ""Haier"", ""source_name"": ""名义制冷量"", ""value_summary"": ""77USRt""}, {""publisher"": ""Haier"", ""source_name"": ""名义制冷量"", ""value_summary"": ""77USRt""}, {""publisher"": ""Haier"", ""source_name"": ""名义制冷量"", ""value_summary"": ""77USRt""}, {""publisher"": ""Haier"", ""source_name"": ""名义制冷量"", ""value_summary"": ""77USRt""}, {""publisher"": ""Haier"", ""source_name"": ""名义制冷量"", ""value_summary"": ""114USRt""}, {""publisher"": ""Haier"", ""source_name"": ""名义制冷量"", ""value_summary"": ""114USRt""}, {""publisher"": ""Haier"", ""source_name"": ""名义制冷量"", ""value_summary"": ""114USRt""}, {""publisher"": ""Haier"", ""source_name"": ""名义制冷量"", ""value_summary"": ""382kW""}]}"
ko_03fc6849efe92ee5,standard_reference,hvac:standard_reference:parameter:temperature_limiting_device_cutoff,temperature-limiting device cutoff,material_conflict,partial_conflict,True,"{""layers"": [{""publisher"": ""ASHRAE"", ""source_name"": ""temperature-limiting device cutoff"", ""value_summary"": ""temperature-limiting device cutoff""}, {""publisher"": ""ASHRAE"", ""source_name"": ""Condenser water supply temperature low limit"", ""value_summary"": ""Condenser water supply temperature low limit""}, {""publisher"": ""ASHRAE"", ""source_name"": ""Leaving condenser water temperature"", ""value_summary"": ""Leaving condenser water temperature""}]}"
ko_0438162a18a4f842,ahu,hvac:ahu:performance_spec:热水进出水温度,热水进出水温度,material_conflict,value_disagreement,True,"{""layers"": [{""publisher"": ""unknown"", ""source_name"": ""热水进出水温度"", ""value_summary"": ""60℃/50℃℃""}, {""publisher"": ""unknown"", ""source_name"": ""供冷进水温度"", ""value_summary"": ""7℃""}, {""publisher"": ""unknown"", ""source_name"": ""供冷出水温度"", ""value_summary"": ""12℃""}, {""publisher"": ""unknown"", ""source_name"": ""供热热水进水温度"", ""value_summary"": ""60℃""}, {""publisher"": ""unknown"", ""source_name"": ""供热热水出水温度"", ""value_summary"": ""50℃""}, {""publisher"": ""unknown"", ""source_name"": ""进/出水温度"", ""value_summary"": ""7/12℃""}, {""publisher"": ""unknown"", ""source_name"": ""热水进/出水温度"", ""value_summary"": ""60/50℃""}]}"
ko_04411800d950568b,screw_chiller,hvac:screw_chiller:performance_spec:最大工作电流_最大工作电流_2,最大工作电流,material_conflict,value_disagreement,True,"{""layers"": [{""publisher"": ""unknown"", ""source_name"": ""最大工作电流"", ""value_summary"": ""326A""}, {""publisher"": ""unknown"", ""source_name"": ""最大工作电流"", ""value_summary"": ""706A""}, {""publisher"": ""unknown"", ""source_name"": ""最大工作电流"", ""value_summary"": ""237A""}, {""publisher"": ""unknown"", ""source_name"": ""最大工作电流"", ""value_summary"": ""516A""}]}"
ko_049900646e2b1794,ahu,hvac:ahu:parameter:冷冻水进出水温度,冷冻水进出水温度,material_conflict,value_disagreement,True,"{""layers"": [{""publisher"": ""格力"", ""source_name"": ""冷冻水进出水温度"", ""value_summary"": ""冷冻水进出水温度""}, {""publisher"": ""美意"", ""source_name"": ""供冷进出水温度"", ""value_summary"": ""7/12℃""}, {""publisher"": ""美意"", ""source_name"": ""供冷工况 进出水温度"", ""value_summary"": ""7/12℃""}]}"
ko_04dc5b2658675b79,centrifugal_chiller,hvac:centrifugal_chiller:fault_code:油压差过低,油压差过低,material_conflict,over_merge,True,"{""layers"": [{""publisher"": ""格力"", ""source_name"": ""油压差过低"", ""value_summary"": ""油压差过低""}, {""publisher"": ""格力"", ""source_name"": ""油压差报警/保护"", ""value_summary"": ""油压差报警/保护""}, {""publisher"": ""格力"", ""source_name"": ""油压差报警/保护"", ""value_summary"": ""油压差报警/保护""}, {""publisher"": ""格力"", ""source_name"": ""油压差保护"", ""value_summary"": ""油压差保护""}, {""publisher"": ""unknown"", ""source_name"": ""油压差过低"", ""value_summary"": ""油压差过低""}, {""publisher"": ""unknown"", ""source_name"": ""供油压差过低"", ""value_summary"": ""120kPa""}, {""publisher"": ""格力"", ""source_name"": ""油压差过低"", ""value_summary"": ""油压差过低""}]}"
ko_04edf8947781a978,water_source_heat_pump,hvac:water_source_heat_pump:parameter:氧化物sio,氧化物SiO₂,material_conflict,partial_conflict,True,"{""layers"": [{""publisher"": ""麦克维尔"", ""source_name"": ""氧化物SiO₂"", ""value_summary"": ""< 50mg(SiO₂)/L""}, {""publisher"": ""unknown"", ""source_name"": ""二氧化硅 SiO₂"", ""value_summary"": ""<30Mg (SiO₂) /L""}, {""publisher"": ""unknown"", ""source_name"": ""二氧化硅 SiO2"", ""value_summary"": ""<30Mg (SiO2) /L""}]}"
ko_050ac03ff6e2b012,standard_reference,hvac:standard_reference:parameter:outdoor_design_temperatures,outdoor design temperatures,material_conflict,over_merge,True,"{""layers"": [{""publisher"": ""ASHRAE"", ""source_name"": ""outdoor design temperatures"", ""value_summary"": ""outdoor design temperatures""}, {""publisher"": ""ASHRAE"", ""source_name"": ""Heating indoor design temperature"", ""value_summary"": ""Heating indoor design temperature""}, {""publisher"": ""ASHRAE"", ""source_name"": ""Indoor heating design temperature"", ""value_summary"": ""Indoor heating design temperature""}, {""publisher"": ""ASHRAE"", ""source_name"": ""Design Dry-Bulb Temperature"", ""value_summary"": ""Design Dry-Bulb Temperature""}, {""publisher"": ""ASHRAE"", ""source_name"": ""Design Dry-Bulb Temperature"", ""value_summary"": ""Design Dry-Bulb Temperature""}, {""publisher"": ""ASHRAE"", ""source_name"": ""Cooling DB 0.4%"", ""value_summary"": ""Cooling DB 0.4%""}, {""publisher"": ""ASHRAE"", ""source_name"": ""Cooling DB 0.4%"", ""value_summary"": ""Cooling DB 0.4%""}]}"
ko_05137784e5e44317,screw_chiller,hvac:screw_chiller:parameter:冷凝器型式,冷凝器型式,material_conflict,partial_conflict,True,"{""layers"": [{""publisher"": ""麦克维尔"", ""source_name"": ""冷凝器型式"", ""value_summary"": ""壳管式""}, {""publisher"": ""麦克维尔"", ""source_name"": ""冷凝器型式"", ""value_summary"": ""壳管式冷凝器""}, {""publisher"": ""unknown"", ""source_name"": ""类型"", ""value_summary"": ""壳管式换热器""}, {""publisher"": ""unknown"", ""source_name"": ""类型"", ""value_summary"": ""壳管式换热器""}]}"
ko_051d666042fe81b7,standard_reference,hvac:standard_reference:parameter:maximum_solvent_vapor_concentration_for_insurance,Maximum solvent vapor concentration for insurance,material_conflict,over_merge,True,"{""layers"": [{""publisher"": ""ASHRAE"", ""source_name"": ""Maximum solvent vapor concentration for insurance"", ""value_summary"": ""Maximum solvent vapor concentration for insurance""}, {""publisher"": ""ASHRAE"", ""source_name"": ""LEL_safety_limit"", ""value_summary"": ""LEL_safety_limit""}]}"
ko_058e93dda1a5d658,screw_chiller,hvac:screw_chiller:performance_spec:冷冻水出水温度控制精度,冷冻水出水温度控制精度,material_conflict,value_disagreement,True,"{""layers"": [{""publisher"": ""麦克维尔"", ""source_name"": ""冷冻水出水温度控制精度"", ""value_summary"": ""冷冻水出水温度控制精度""}, {""publisher"": ""麦克维尔"", ""source_name"": ""冷冻水出水温度控制精度"", ""value_summary"": ""冷冻水出水温度控制精度""}, {""publisher"": ""麦克维尔"", ""source_name"": ""水温控制精度"", ""value_summary"": ""水温控制精度""}, {""publisher"": ""麦克维尔"", ""source_name"": ""机组启动范围-冷冻水出水温度"", ""value_summary"": ""[10, 40]""}, {""publisher"": ""麦克维尔"", ""source_name"": ""机组运行范围-冷冻水出水温度"", ""value_summary"": ""[10, 50]""}]}"
ko_05ad7d7aca0d7793,centrifugal_chiller,hvac:centrifugal_chiller:performance_spec:机组额定电流,机组额定电流,material_conflict,value_disagreement,True,"{""layers"": [{""publisher"": ""unknown"", ""source_name"": ""机组额定电流"", ""value_summary"": ""652.5A""}, {""publisher"": ""unknown"", ""source_name"": ""机组额定电流"", ""value_summary"": ""580.4A""}, {""publisher"": ""unknown"", ""source_name"": ""机组额定电流"", ""value_summary"": ""226.8A""}, {""publisher"": ""unknown"", ""source_name"": ""机组额定电流"", ""value_summary"": ""546.9A""}, {""publisher"": ""unknown"", ""source_name"": ""机组额定电流"", ""value_summary"": ""525.5A""}, {""publisher"": ""unknown"", ""source_name"": ""机组额定电流"", ""value_summary"": ""877.0A""}, {""publisher"": ""unknown"", ""source_name"": ""机组额定电流"", ""value_summary"": ""33.60A""}]}"
ko_05b9aebdde71d566,screw_chiller,hvac:screw_chiller:parameter:压力调节阀设定点,压力调节阀设定点,material_conflict,over_merge,True,"{""layers"": [{""publisher"": ""York"", ""source_name"": ""压力调节阀设定点"", ""value_summary"": ""50 ± 15 PSI (3.4 ± 1 bar)PSI (bar)""}, {""publisher"": ""顿汉布什"", ""source_name"": ""排气压力限定值(压缩机保持)"", ""value_summary"": ""1650kPa""}]}"
